n_metrics    min    avg   max
2    0.32371723651885986    0.5479651342476568    0.6413930654525757
3    0.2261781394481659    0.4576470480811211    0.5581242442131042
4    0.16890062391757965    0.3925147623304398    0.49981072545051575
5    0.1336180418729782    0.3430624943106405    0.4458102583885193
6    0.13052791357040405    0.30106906112163295    0.41007593274116516
7    0.0845135897397995    0.2673167420971778    0.37070178985595703
8    0.10495233535766602    0.2379850915362758    0.3390326499938965
9    0.0768297016620636    0.21473183004606156    0.30930230021476746
10    0.07086475193500519    0.19233473320641825    0.2847857177257538
11    0.06455323100090027    0.17402643945909316    0.25918594002723694
12    0.05365525186061859    0.15896893559444336    0.2395620197057724
13    0.05343462899327278    0.14583872590334185    0.22049248218536377
14    0.049469999969005585    0.13159166907350864    0.20992058515548706
15    0.04551868140697479    0.1201541579899288    0.18795029819011688
17    0.02914620377123356    0.09935715873275072    0.16801099479198456
19    0.020687419921159744    0.08593084231740045    0.14682558178901672
21    0.014924008399248123    0.07226773423533286    0.12605369091033936
23    0.0188054870814085    0.06201106487142463    0.1037866622209549
25    0.014545121230185032    0.05373852545876176    0.09498538821935654
30    0.007871816866099834    0.036103066997302154    0.06517588347196579
40    0.0009112102561630309    0.01212465315400022    0.02980426326394081
45    0.0005796776968054473    0.005546881377531756    0.017396433278918266
50    0.00013326859334483743    0.0022076465040182453    0.010163082741200924
55    7.470414129784331e-05    0.0006917109179701055    0.005807715468108654
60    2.49294225795893e-06    0.00013832237294874146    0.0017001564847305417
65    1.610297317711229e-07    5.512810640408911e-06    0.00025786031619645655
