,0,1,2
604,rca.loc.sloc,rca.loc.sloc_max,0.9227053561826045
605,rca.loc.sloc,rca.loc.sloc_min,0.9161991894270956
606,rca.loc.sloc_average,rca.loc.sloc_max,0.9975557508295663
607,rca.loc.sloc_average,rca.loc.sloc_min,0.9998157902536489
608,rca.loc.sloc_max,rca.loc.sloc_min,0.9977128392490615
609,rca.mi.mi_original,rca.mi.mi_sei,0.9653494923075794
610,rca.mi.mi_original,rca.mi.mi_visual_studio,0.7473713496188317
611,rca.mi.mi_original,rca.nargs.functions_max,-0.5176629221762162
612,rca.mi.mi_original,rca.nargs.total,-0.7949433543916482
613,rca.mi.mi_original,rca.nargs.total_closures,-0.7089724439806815
614,rca.mi.mi_original,rca.nargs.total_functions,-0.7848638665120825
616,rca.mi.mi_original,rca.nom.closures,-0.7012550652835605
617,rca.mi.mi_original,rca.nom.functions,-0.7793329417997419
618,rca.mi.mi_original,rca.nom.total,-0.7982688393486498
619,rca.mi.mi_sei,rca.mi.mi_visual_studio,0.7643249035679059
620,rca.mi.mi_sei,rca.nargs.functions_max,-0.5355203645641572
621,rca.mi.mi_sei,rca.nargs.total,-0.7272012730020999
622,rca.mi.mi_sei,rca.nargs.total_closures,-0.6640158669852375
623,rca.mi.mi_sei,rca.nargs.total_functions,-0.7168533695606789
625,rca.mi.mi_sei,rca.nom.closures,-0.6659495154680265
626,rca.mi.mi_sei,rca.nom.functions,-0.7109500431180849
627,rca.mi.mi_sei,rca.nom.total,-0.7315058229783047
628,rca.mi.mi_visual_studio,rca.nargs.average_closures,-0.5176698392691641
629,rca.mi.mi_visual_studio,rca.nargs.closures_max,-0.5513607754407045
630,rca.mi.mi_visual_studio,rca.nargs.functions_max,-0.6652657410262006
631,rca.mi.mi_visual_studio,rca.nom.average,-0.5237506231017102
632,rca.mi.mi_visual_studio,rca.nom.closures_max,-0.5958463058908403
633,rca.nargs.average,rca.nargs.average_functions,0.9784259104649168
634,rca.nargs.average,rca.nargs.functions_max,0.8400757503432806
635,rca.nargs.average_closures,rca.nargs.closures_max,0.9442329810751285
636,rca.nargs.average_closures,rca.nom.average,0.5436796099441479
637,rca.nargs.average_closures,rca.nom.closures_average,0.7157669851735522
638,rca.nargs.average_closures,rca.nom.closures_max,0.8539192038356569
639,rca.nargs.average_functions,rca.nargs.functions_max,0.8434865893899739
640,rca.nargs.closures_max,rca.nom.average,0.5546354712588906
641,rca.nargs.closures_max,rca.nom.closures_average,0.7542989128564543
642,rca.nargs.closures_max,rca.nom.closures_max,0.8600258506869048
643,rca.nargs.closures_min,rca.nargs.functions_min,0.9999999999999998
644,rca.nargs.closures_min,rca.nom.closures_min,1.0
645,rca.nargs.closures_min,repo.commit_count,0.9612604767062638
646,rca.nargs.closures_min,repo.forks,0.8457510915367272
647,rca.nargs.closures_min,repo.open_issues,0.9147889362851559
648,rca.nargs.closures_min,repo.size,0.5056921570093977
649,rca.nargs.closures_min,repo.stars,0.7175096703991282
650,rca.nargs.closures_min,repo.watchers,0.7175096703991282
653,rca.nargs.functions_max,rca.nom.closures_max,0.5013260557940287
654,rca.nargs.functions_min,rca.nom.closures_min,0.9999999999999998
655,rca.nargs.functions_min,repo.commit_count,0.9612604767062632
656,rca.nargs.functions_min,repo.forks,0.8457510915367277
657,rca.nargs.functions_min,repo.open_issues,0.9147889362851545
658,rca.nargs.functions_min,repo.size,0.5056921570093981
659,rca.nargs.functions_min,repo.stars,0.7175096703991274
660,rca.nargs.functions_min,repo.watchers,0.7175096703991274
663,rca.nargs.total,rca.nargs.total_closures,0.7347655977060834
664,rca.nargs.total,rca.nargs.total_functions,0.9987758326387634
666,rca.nargs.total,rca.nom.closures,0.7403971517844945
667,rca.nargs.total,rca.nom.functions,0.9703102111806043
668,rca.nargs.total,rca.nom.total,0.9772828318407055
669,rca.nargs.total_closures,rca.nargs.total_functions,0.7003126261469782
671,rca.nargs.total_closures,rca.nom.closures,0.958652791611503
672,rca.nargs.total_closures,rca.nom.functions,0.6539063571228697
673,rca.nargs.total_closures,rca.nom.total,0.7161210963701116
675,rca.nargs.total_functions,rca.nom.closures,0.7092542145633001
676,rca.nargs.total_functions,rca.nom.functions,0.9734280953270613
677,rca.nargs.total_functions,rca.nom.total,0.9762288722473101
678,rca.nexits.average,rca.nexits.max,0.807626572690452
682,rca.nom.average,rca.nom.closures_average,0.5246306444062223
683,rca.nom.average,rca.nom.closures_max,0.6450809863723412
684,rca.nom.average,rca.nom.functions_average,0.781331386428111
685,rca.nom.average,rca.nom.functions_max,0.8074463386091827
686,rca.nom.closures,rca.nom.functions,0.6711659666481278
687,rca.nom.closures,rca.nom.total,0.7370302430032897
688,rca.nom.closures_average,rca.nom.closures_max,0.8441998010113053
