n_metrics    max    min   avg
2    0.23699599504470825    0.0008650519303046167    0.1710842007798298
3    0.1939621865749359    0.0008650519303046167    0.15111279700223046
5    0.16222994029521942    0.0    0.12491841089601317
10    0.12284024059772491    0.0    0.08573151088009277
15    0.10000000149011612    0.0    0.06290783045192559
20    0.07028669118881226    0.0    0.04801314349596699
30    0.047976624220609665    0.0    0.028795312425742545
