n_metrics    min    avg   max
2    0.0008650519303046167    0.1710842007798298    0.23699599504470825
3    0.0008650519303046167    0.15111279700223046    0.1939621865749359
5    0.0    0.12491841089601317    0.16222994029521942
10    0.0    0.08573151088009277    0.12284024059772491
15    0.0    0.06290783045192559    0.10000000149011612
20    0.0    0.04801314349596699    0.07028669118881226
30    0.0    0.028795312425742545    0.047976624220609665
